order_id,product_id,product_name,quantity,order_date,unit_price,customer_id,city,category
O0001795,P0083,Product 0083,5,2025-04-13,19.89,11394,Delhi,Home Decor
O0001796,P0048,Product 0048,4,2025-08-15,12.89,10184,Pune,Seasonal
O0001796,P0089,Product 0089,4,2025-08-15,9.69,10184,Pune,Accessories
O0001796,P0064,Product 0064,3,2025-08-15,16.87,10184,Pune,Seasonal
O0001797,P0078,Product 0078,4,2025-01-04,7.31,10207,Jaipur,Gifts
O0001797,P0100,Product 0100,2,2025-01-04,29.6,10207,Jaipur,Home Decor
O0001797,P0051,Product 0051,4,2025-01-04,26.8,10207,Jaipur,Accessories
O0001798,P0037,Product 0037,1,2025-02-27,4.57,11390,Bengaluru,Seasonal
O0001798,P0113,Product 0113,4,2025-02-27,9.41,11390,Bengaluru,Kitchen
O0001799,P0106,Product 0106,3,2025-06-16,8.37,10572,Mumbai,Accessories
O0001799,P0044,Product 0044,5,2025-06-16,36.95,10572,Mumbai,Stationery
O0001799,P0082,Product 0082,5,2025-06-16,114.4,10572,Mumbai,Stationery
O0001800,P0012,Product 0012,2,2025-08-02,13.01,10040,Mumbai,Seasonal
O0001800,P0019,Product 0019,1,2025-08-02,11.03,10040,Mumbai,Seasonal
O0001801,P0077,Product 0077,5,2025-02-09,5.31,10431,Pune,Gifts
O0001801,P0086,Product 0086,5,2025-02-09,17.95,10431,Pune,Accessories
O0001801,P0016,Product 0016,5,2025-02-09,21.07,10431,Pune,Accessories
O0001802,P0065,Product 0065,1,2025-05-12,17.36,11255,Jaipur,Stationery
O0001802,P0080,Product 0080,3,2025-05-12,26.75,11255,Jaipur,Accessories
O0001802,P0096,Product 0096,2,2025-05-12,10.59,11255,Jaipur,Gifts
O0001803,P0038,Product 0038,2,2025-04-23,5.4,10533,Kolkata,Accessories
O0001803,P0094,Product 0094,4,2025-04-23,7.21,10533,Kolkata,Stationery
O0001804,P0096,Product 0096,4,2025-07-15,10.59,10116,Jaipur,Gifts
O0001805,P0013,Product 0013,1,2025-04-20,6.09,11084,Pune,Accessories
O0001805,P0102,Product 0102,5,2025-04-20,6.49,11084,Pune,Gifts
O0001805,P0059,Product 0059,3,2025-04-20,17.51,11084,Pune,Accessories
O0001806,P0094,Product 0094,4,2025-01-01,7.21,10292,Delhi,Stationery
O0001806,P0038,Product 0038,5,2025-01-01,5.4,10292,Delhi,Accessories
O0001807,P0083,Product 0083,2,2025-07-13,19.89,10530,Jaipur,Home Decor
O0001808,P0028,Product 0028,5,2025-11-06,20.92,10006,Mumbai,Accessories
O0001808,P0038,Product 0038,1,2025-11-06,5.4,10006,Mumbai,Accessories
O0001808,P0107,Product 0107,5,2025-11-06,26.76,10006,Mumbai,Accessories
O0001809,P0056,Product 0056,3,2025-08-02,5.41,10903,Chennai,Home Decor
O0001809,P0079,Product 0079,1,2025-08-02,18.53,10903,Chennai,Kitchen
O0001809,P0027,Product 0027,2,2025-08-02,6.44,10903,Chennai,Stationery
O0001810,P0059,Product 0059,2,2025-05-13,17.51,10668,Delhi,Accessories
O0001810,P0042,Product 0042,4,2025-05-13,7.89,10668,Delhi,Accessories
O0001811,P0119,Product 0119,4,2025-06-26,44.94,11301,Delhi,Gifts
O0001811,P0110,Product 0110,4,2025-06-26,19.48,11301,Delhi,Accessories
O0001812,P0068,Product 0068,5,2025-02-21,19.1,10502,Delhi,Stationery
O0001812,P0004,Product 0004,3,2025-02-21,11.77,10502,Delhi,Stationery
O0001813,P0048,Product 0048,2,2025-03-28,12.89,10307,Mumbai,Seasonal
O0001813,P0101,Product 0101,3,2025-03-28,10.49,10307,Mumbai,Accessories
O0001813,P0014,Product 0014,4,2025-03-28,6.73,10307,Mumbai,Accessories
O0001814,P0120,Product 0120,4,2025-06-09,16.64,10249,Chennai,Home Decor
O0001815,P0089,Product 0089,5,2025-08-05,9.69,10301,Mumbai,Accessories
O0001816,P0090,Product 0090,3,2025-06-27,13.48,10677,Kolkata,Accessories
O0001816,P0073,Product 0073,3,2025-06-27,11.33,10677,Kolkata,Stationery
O0001817,P0036,Product 0036,4,2025-12-18,14.07,10131,Bengaluru,Home Decor
O0001818,P0018,Product 0018,2,2025-08-21,24.13,10604,Jaipur,Home Decor
O0001818,P0095,Product 0095,5,2025-08-21,4.61,10604,Jaipur,Seasonal
O0001818,P0046,Product 0046,4,2025-08-21,24.93,10604,Jaipur,Seasonal
O0001819,P0063,Product 0063,5,2025-01-09,7.27,11283,Mumbai,Stationery
O0001820,P0029,Product 0029,2,2025-07-11,10.71,11152,Bengaluru,Kitchen
O0001820,P0011,Product 0011,3,2025-07-11,27.13,11152,Bengaluru,Kitchen
O0001820,P0090,Product 0090,3,2025-07-11,13.48,11152,Bengaluru,Accessories
O0001821,P0110,Product 0110,5,2025-08-01,19.48,10956,Bengaluru,Accessories
O0001821,P0007,Product 0007,4,2025-08-01,24.48,10956,Bengaluru,Home Decor
O0001822,P0037,Product 0037,2,2025-01-16,4.57,11340,Mumbai,Seasonal
O0001822,P0117,Product 0117,5,2025-01-16,6.08,11340,Mumbai,Home Decor
O0001822,P0083,Product 0083,1,2025-01-16,19.89,11340,Mumbai,Home Decor
O0001823,P0001,Product 0001,3,2025-05-21,8.12,11171,Chennai,Home Decor
O0001823,P0073,Product 0073,3,2025-05-21,11.33,11171,Chennai,Stationery
O0001823,P0041,Product 0041,1,2025-05-21,19.68,11171,Chennai,Home Decor
O0001824,P0056,Product 0056,2,2025-11-15,5.41,10979,Chennai,Home Decor
O0001825,P0074,Product 0074,5,2025-05-11,5.68,11295,Bengaluru,Home Decor
O0001825,P0090,Product 0090,4,2025-05-11,13.48,11295,Bengaluru,Accessories
O0001826,P0092,Product 0092,5,2025-06-16,16.61,10187,Hyderabad,Accessories
O0001827,P0100,Product 0100,5,2025-03-22,29.6,11228,Kolkata,Home Decor
O0001827,P0107,Product 0107,1,2025-03-22,26.76,11228,Kolkata,Accessories
O0001828,P0079,Product 0079,4,2025-01-29,18.53,10444,Jaipur,Kitchen
O0001829,P0114,Product 0114,4,2025-04-27,20.33,11100,Mumbai,Stationery
O0001829,P0029,Product 0029,4,2025-04-27,10.71,11100,Mumbai,Kitchen
O0001830,P0101,Product 0101,3,2025-10-10,10.49,11370,Delhi,Accessories
O0001830,P0076,Product 0076,4,2025-10-10,12.74,11370,Delhi,Stationery
O0001830,P0085,Product 0085,2,2025-10-10,3.35,11370,Delhi,Kitchen
O0001831,P0034,Product 0034,1,2025-12-25,13.89,10745,Mumbai,Kitchen
O0001831,P0015,Product 0015,1,2025-12-25,7.82,10745,Mumbai,Accessories
O0001832,P0086,Product 0086,1,2025-08-29,17.95,10134,Mumbai,Accessories
O0001832,P0107,Product 0107,3,2025-08-29,26.76,10134,Mumbai,Accessories
O0001833,P0031,Product 0031,3,2025-10-31,20.83,10556,Mumbai,Stationery
O0001833,P0005,Product 0005,4,2025-10-31,16.68,10556,Mumbai,Stationery
O0001834,P0069,Product 0069,1,2025-08-26,41.44,10611,Bengaluru,Home Decor
O0001834,P0025,Product 0025,3,2025-08-26,11.54,10611,Bengaluru,Accessories
O0001835,P0055,Product 0055,3,2025-08-29,9.82,11406,Mumbai,Stationery
O0001836,P0068,Product 0068,3,2025-06-05,19.1,11414,Chennai,Stationery
O0001836,P0111,Product 0111,3,2025-06-05,13.33,11414,Chennai,Gifts
O0001837,P0078,Product 0078,2,2025-01-23,7.31,10853,Kolkata,Gifts
O0001837,P0067,Product 0067,1,2025-01-23,26.7,10853,Kolkata,Seasonal
O0001837,P0104,Product 0104,3,2025-01-23,8.96,10853,Kolkata,Home Decor
O0001838,P0104,Product 0104,3,2025-05-30,8.96,11426,Jaipur,Home Decor
O0001838,P0002,Product 0002,5,2025-05-30,29.31,11426,Jaipur,Accessories
O0001838,P0114,Product 0114,1,2025-05-30,20.33,11426,Jaipur,Stationery
O0001839,P0078,Product 0078,2,2025-11-12,7.31,10655,Pune,Gifts
O0001839,P0006,Product 0006,4,2025-11-12,22.43,10655,Pune,Seasonal
O0001840,P0023,Product 0023,5,2025-07-15,20.49,10617,Delhi,Gifts
O0001840,P0027,Product 0027,1,2025-07-15,6.44,10617,Delhi,Stationery
O0001840,P0062,Product 0062,4,2025-07-15,12.58,10617,Delhi,Accessories
O0001841,P0066,Product 0066,3,2025-10-06,38.53,11255,Jaipur,Gifts
O0001841,P0027,Product 0027,4,2025-10-06,6.44,11255,Jaipur,Stationery
O0001842,P0044,Product 0044,4,2025-01-19,36.95,11002,Delhi,Stationery
O0001842,P0056,Product 0056,1,2025-01-19,5.41,11002,Delhi,Home Decor
O0001843,P0003,Product 0003,2,2025-03-15,4.58,10784,Jaipur,Kitchen
O0001844,P0083,Product 0083,5,2025-04-20,19.89,10686,Kolkata,Home Decor
O0001844,P0101,Product 0101,2,2025-04-20,10.49,10686,Kolkata,Accessories
O0001844,P0055,Product 0055,2,2025-04-20,9.82,10686,Kolkata,Stationery
O0001845,P0027,Product 0027,1,2025-05-12,6.44,11059,Delhi,Stationery
O0001846,P0051,Product 0051,3,2025-12-27,26.8,11131,Kolkata,Accessories
O0001846,P0072,Product 0072,1,2025-12-27,7.78,11131,Kolkata,Gifts
O0001846,P0101,Product 0101,5,2025-12-27,10.49,11131,Kolkata,Accessories
O0001847,P0089,Product 0089,2,2025-06-18,9.69,10736,Delhi,Accessories
O0001848,P0066,Product 0066,1,2025-08-30,38.53,10048,Pune,Gifts
O0001849,P0035,Product 0035,4,2025-08-24,11.06,10153,Kolkata,Seasonal
O0001849,P0106,Product 0106,3,2025-08-24,8.37,10153,Kolkata,Accessories
O0001850,P0052,Product 0052,5,2025-06-02,4.44,10217,Mumbai,Gifts
O0001850,P0103,Product 0103,4,2025-06-02,7.57,10217,Mumbai,Accessories
O0001850,P0108,Product 0108,2,2025-06-02,7.91,10217,Mumbai,Kitchen
O0001851,P0026,Product 0026,3,2025-12-19,11.39,10694,Hyderabad,Kitchen
O0001852,P0029,Product 0029,4,2025-03-23,10.71,10922,Chennai,Kitchen
O0001853,P0082,Product 0082,5,2025-01-13,114.4,11206,Hyderabad,Stationery
O0001854,P0077,Product 0077,5,2025-09-30,5.31,10349,Mumbai,Gifts
O0001855,P0094,Product 0094,3,2025-08-27,7.21,11180,Hyderabad,Stationery
O0001856,P0053,Product 0053,1,2025-04-06,20.17,11000,Hyderabad,Stationery
O0001856,P0007,Product 0007,4,2025-04-06,24.48,11000,Hyderabad,Home Decor
O0001857,P0105,Product 0105,4,2025-11-13,66.02,10078,Delhi,Accessories
O0001857,P0020,Product 0020,4,2025-11-13,16.63,10078,Delhi,Stationery
O0001858,P0083,Product 0083,2,2025-03-01,19.89,10527,Chennai,Home Decor
O0001859,P0058,Product 0058,2,2025-04-02,10.27,10454,Delhi,Home Decor
O0001859,P0070,Product 0070,5,2025-04-02,6.47,10454,Delhi,Stationery
O0001859,P0053,Product 0053,3,2025-04-02,20.17,10454,Delhi,Stationery
O0001860,P0004,Product 0004,5,2025-02-26,11.77,11330,Delhi,Stationery
O0001861,P0001,Product 0001,2,2025-03-09,8.12,11382,Kolkata,Home Decor
O0001862,P0010,Product 0010,5,2025-09-24,10.77,11229,Hyderabad,Home Decor
O0001863,P0088,Product 0088,5,2025-09-14,11.13,10793,Kolkata,Gifts
O0001864,P0088,Product 0088,3,2025-08-23,11.13,10740,Delhi,Gifts
O0001864,P0016,Product 0016,2,2025-08-23,21.07,10740,Delhi,Accessories
O0001865,P0069,Product 0069,5,2025-11-11,41.44,10468,Hyderabad,Home Decor
O0001865,P0019,Product 0019,1,2025-11-11,11.03,10468,Hyderabad,Seasonal
O0001865,P0049,Product 0049,5,2025-11-11,7.65,10468,Hyderabad,Accessories
O0001866,P0089,Product 0089,2,2025-01-26,9.69,11160,Delhi,Accessories
O0001866,P0047,Product 0047,3,2025-01-26,7.74,11160,Delhi,Stationery
O0001867,P0048,Product 0048,3,2025-08-15,12.89,10130,Bengaluru,Seasonal
O0001868,P0035,Product 0035,4,2025-02-11,11.06,10407,Mumbai,Seasonal
O0001868,P0075,Product 0075,1,2025-02-11,23.21,10407,Mumbai,Accessories
O0001868,P0078,Product 0078,1,2025-02-11,7.31,10407,Mumbai,Gifts
O0001869,P0097,Product 0097,2,2025-12-15,14.33,10203,Bengaluru,Gifts
O0001869,P0089,Product 0089,2,2025-12-15,9.69,10203,Bengaluru,Accessories
O0001870,P0005,Product 0005,3,2025-08-20,16.68,10742,Pune,Stationery
O0001870,P0108,Product 0108,1,2025-08-20,7.91,10742,Pune,Kitchen
O0001871,P0120,Product 0120,1,2025-10-05,16.64,10450,Kolkata,Home Decor
O0001872,P0042,Product 0042,2,2025-07-28,7.89,10297,Pune,Accessories
O0001873,P0120,Product 0120,4,2025-05-21,16.64,10565,Bengaluru,Home Decor
O0001873,P0094,Product 0094,5,2025-05-21,7.21,10565,Bengaluru,Stationery
O0001873,P0005,Product 0005,4,2025-05-21,16.68,10565,Bengaluru,Stationery
O0001874,P0073,Product 0073,1,2025-09-08,11.33,11292,Delhi,Stationery
O0001874,P0093,Product 0093,5,2025-09-08,13.32,11292,Delhi,Seasonal
O0001874,P0014,Product 0014,5,2025-09-08,6.73,11292,Delhi,Accessories
O0001875,P0030,Product 0030,3,2025-11-02,15.01,10838,Delhi,Stationery
O0001876,P0100,Product 0100,4,2025-03-06,29.6,11235,Chennai,Home Decor
O0001876,P0098,Product 0098,3,2025-03-06,51.29,11235,Chennai,Accessories
O0001876,P0105,Product 0105,5,2025-03-06,66.02,11235,Chennai,Accessories
O0001877,P0090,Product 0090,3,2025-11-15,13.48,11371,Bengaluru,Accessories
O0001877,P0021,Product 0021,3,2025-11-15,23.06,11371,Bengaluru,Kitchen
O0001878,P0058,Product 0058,4,2025-09-23,10.27,11354,Delhi,Home Decor
O0001878,P0008,Product 0008,4,2025-09-23,25.93,11354,Delhi,Accessories
O0001878,P0047,Product 0047,2,2025-09-23,7.74,11354,Delhi,Stationery
O0001879,P0005,Product 0005,3,2025-02-01,16.68,10527,Chennai,Stationery
O0001879,P0071,Product 0071,4,2025-02-01,9.51,10527,Chennai,Accessories
O0001879,P0114,Product 0114,4,2025-02-01,20.33,10527,Chennai,Stationery
O0001880,P0005,Product 0005,5,2025-12-08,16.68,11317,Pune,Stationery
O0001881,P0088,Product 0088,2,2025-03-07,11.13,11365,Bengaluru,Gifts
O0001881,P0083,Product 0083,1,2025-03-07,19.89,11365,Bengaluru,Home Decor
O0001881,P0079,Product 0079,2,2025-03-07,18.53,11365,Bengaluru,Kitchen
O0001882,P0037,Product 0037,3,2025-08-08,4.57,11440,Mumbai,Seasonal
O0001883,P0049,Product 0049,3,2025-02-17,7.65,10527,Chennai,Accessories
O0001884,P0055,Product 0055,4,2025-03-13,9.82,10343,Pune,Stationery
O0001885,P0001,Product 0001,3,2025-08-23,8.12,10877,Mumbai,Home Decor
O0001885,P0085,Product 0085,1,2025-08-23,3.35,10877,Mumbai,Kitchen
O0001886,P0010,Product 0010,5,2025-09-06,10.77,11398,Jaipur,Home Decor
O0001887,P0052,Product 0052,4,2025-09-08,4.44,11351,Delhi,Gifts
O0001888,P0112,Product 0112,4,2025-05-06,14.46,10857,Bengaluru,Accessories
O0001888,P0008,Product 0008,5,2025-05-06,25.93,10857,Bengaluru,Accessories
O0001889,P0066,Product 0066,5,2025-10-27,38.53,10224,Jaipur,Gifts
O0001889,P0020,Product 0020,4,2025-10-27,16.63,10224,Jaipur,Stationery
O0001890,P0098,Product 0098,5,2025-01-18,51.29,10634,Delhi,Accessories
O0001890,P0004,Product 0004,4,2025-01-18,11.77,10634,Delhi,Stationery
O0001890,P0022,Product 0022,5,2025-01-18,11.98,10634,Delhi,Stationery
O0001891,P0005,Product 0005,1,2025-11-08,16.68,11072,Delhi,Stationery
O0001891,P0015,Product 0015,3,2025-11-08,7.82,11072,Delhi,Accessories
O0001892,P0031,Product 0031,1,2025-04-21,20.83,10841,Hyderabad,Stationery
O0001892,P0071,Product 0071,3,2025-04-21,9.51,10841,Hyderabad,Accessories
O0001893,P0041,Product 0041,2,2025-08-15,19.68,10519,Mumbai,Home Decor
O0001893,P0093,Product 0093,5,2025-08-15,13.32,10519,Mumbai,Seasonal
O0001893,P0036,Product 0036,4,2025-08-15,14.07,10519,Mumbai,Home Decor
O0001894,P0109,Product 0109,3,2025-11-27,28.56,10514,Kolkata,Stationery
O0001894,P0097,Product 0097,2,2025-11-27,14.33,10514,Kolkata,Gifts
O0001894,P0067,Product 0067,1,2025-11-27,26.7,10514,Kolkata,Seasonal
O0001895,P0077,Product 0077,4,2025-04-04,5.31,10090,Delhi,Gifts
O0001895,P0095,Product 0095,5,2025-04-04,4.61,10090,Delhi,Seasonal
O0001895,P0090,Product 0090,2,2025-04-04,13.48,10090,Delhi,Accessories
O0001896,P0014,Product 0014,3,2025-05-31,6.73,10433,Jaipur,Accessories
O0001896,P0109,Product 0109,2,2025-05-31,28.56,10433,Jaipur,Stationery
O0001897,P0097,Product 0097,5,2025-10-30,14.33,11005,Chennai,Gifts
O0001898,P0091,Product 0091,1,2025-11-12,31.38,10362,Chennai,Stationery
O0001898,P0069,Product 0069,4,2025-11-12,41.44,10362,Chennai,Home Decor
O0001899,P0027,Product 0027,2,2025-03-27,6.44,11491,Pune,Stationery
O0001900,P0110,Product 0110,1,2025-07-05,19.48,10124,Chennai,Accessories
O0001901,P0019,Product 0019,3,2025-05-02,11.03,10884,Mumbai,Seasonal
O0001901,P0104,Product 0104,1,2025-05-02,8.96,10884,Mumbai,Home Decor
O0001901,P0041,Product 0041,3,2025-05-02,19.68,10884,Mumbai,Home Decor
O0001902,P0032,Product 0032,2,2025-07-08,20.34,10745,Mumbai,Gifts
O0001902,P0118,Product 0118,2,2025-07-08,16.79,10745,Mumbai,Home Decor
O0001903,P0119,Product 0119,1,2025-05-19,44.94,11250,Kolkata,Gifts
O0001903,P0018,Product 0018,4,2025-05-19,24.13,11250,Kolkata,Home Decor
O0001903,P0014,Product 0014,4,2025-05-19,6.73,11250,Kolkata,Accessories
O0001904,P0022,Product 0022,3,2025-01-02,11.98,11332,Pune,Stationery
O0001904,P0069,Product 0069,2,2025-01-02,41.44,11332,Pune,Home Decor
O0001904,P0074,Product 0074,3,2025-01-02,5.68,11332,Pune,Home Decor
O0001905,P0085,Product 0085,1,2025-12-04,3.35,10816,Pune,Kitchen
O0001905,P0010,Product 0010,5,2025-12-04,10.77,10816,Pune,Home Decor
O0001905,P0103,Product 0103,5,2025-12-04,7.57,10816,Pune,Accessories
O0001906,P0055,Product 0055,2,2025-08-21,9.82,10946,Bengaluru,Stationery
O0001907,P0046,Product 0046,1,2025-06-18,24.93,11049,Delhi,Seasonal
O0001908,P0115,Product 0115,1,2025-02-09,10.82,10782,Delhi,Kitchen
O0001908,P0030,Product 0030,4,2025-02-09,15.01,10782,Delhi,Stationery
O0001908,P0051,Product 0051,1,2025-02-09,26.8,10782,Delhi,Accessories
O0001909,P0053,Product 0053,2,2025-01-27,20.17,10278,Chennai,Stationery
O0001910,P0094,Product 0094,4,2025-06-24,7.21,10643,Hyderabad,Stationery
O0001911,P0050,Product 0050,2,2025-08-25,11.74,10363,Jaipur,Accessories
O0001911,P0009,Product 0009,2,2025-08-25,11.66,10363,Jaipur,Gifts
O0001912,P0032,Product 0032,2,2025-04-06,20.34,10697,Mumbai,Gifts
O0001912,P0076,Product 0076,5,2025-04-06,12.74,10697,Mumbai,Stationery
O0001912,P0083,Product 0083,3,2025-04-06,19.89,10697,Mumbai,Home Decor
O0001913,P0113,Product 0113,3,2025-09-29,9.41,10923,Chennai,Kitchen
O0001913,P0094,Product 0094,5,2025-09-29,7.21,10923,Chennai,Stationery
O0001914,P0104,Product 0104,3,2025-05-24,8.96,10314,Chennai,Home Decor
O0001915,P0094,Product 0094,5,2025-01-05,7.21,10375,Mumbai,Stationery
O0001916,P0082,Product 0082,5,2025-07-16,114.4,11235,Chennai,Stationery
O0001917,P0017,Product 0017,5,2025-03-08,16.44,10567,Bengaluru,Kitchen
O0001917,P0066,Product 0066,4,2025-03-08,38.53,10567,Bengaluru,Gifts
O0001918,P0037,Product 0037,2,2025-01-06,4.57,10298,Pune,Seasonal
O0001918,P0097,Product 0097,5,2025-01-06,14.33,10298,Pune,Gifts
O0001919,P0100,Product 0100,5,2025-02-17,29.6,11070,Delhi,Home Decor
O0001920,P0038,Product 0038,1,2025-04-14,5.4,11075,Chennai,Accessories
O0001920,P0060,Product 0060,5,2025-04-14,15.11,11075,Chennai,Accessories
O0001921,P0028,Product 0028,4,2025-07-07,20.92,11240,Hyderabad,Accessories
O0001921,P0067,Product 0067,5,2025-07-07,26.7,11240,Hyderabad,Seasonal
O0001922,P0009,Product 0009,4,2025-12-28,11.66,11140,Bengaluru,Gifts
O0001923,P0118,Product 0118,5,2025-03-21,16.79,11488,Delhi,Home Decor
O0001923,P0082,Product 0082,1,2025-03-21,114.4,11488,Delhi,Stationery
O0001924,P0082,Product 0082,4,2025-01-21,114.4,10863,Hyderabad,Stationery
O0001924,P0099,Product 0099,5,2025-01-21,16.3,10863,Hyderabad,Kitchen
O0001925,P0113,Product 0113,4,2025-03-11,9.41,10431,Pune,Kitchen
O0001926,P0040,Product 0040,5,2025-04-27,7.4,11295,Bengaluru,Kitchen
O0001927,P0051,Product 0051,5,2025-03-16,26.8,10398,Chennai,Accessories
O0001927,P0113,Product 0113,4,2025-03-16,9.41,10398,Chennai,Kitchen
O0001928,P0094,Product 0094,2,2025-04-28,7.21,10437,Mumbai,Stationery
O0001929,P0001,Product 0001,4,2025-12-20,8.12,11243,Bengaluru,Home Decor
O0001929,P0079,Product 0079,3,2025-12-20,18.53,11243,Bengaluru,Kitchen
O0001929,P0019,Product 0019,5,2025-12-20,11.03,11243,Bengaluru,Seasonal
O0001930,P0066,Product 0066,5,2025-05-19,38.53,11323,Bengaluru,Gifts
O0001931,P0053,Product 0053,5,2025-08-20,20.17,10510,Mumbai,Stationery
O0001931,P0004,Product 0004,5,2025-08-20,11.77,10510,Mumbai,Stationery
O0001932,P0018,Product 0018,4,2025-09-07,24.13,11095,Mumbai,Home Decor
O0001932,P0092,Product 0092,4,2025-09-07,16.61,11095,Mumbai,Accessories
O0001933,P0082,Product 0082,2,2025-02-17,114.4,11384,Chennai,Stationery
O0001933,P0074,Product 0074,5,2025-02-17,5.68,11384,Chennai,Home Decor
O0001933,P0016,Product 0016,1,2025-02-17,21.07,11384,Chennai,Accessories
O0001934,P0088,Product 0088,5,2025-04-01,11.13,11199,Bengaluru,Gifts
O0001934,P0010,Product 0010,5,2025-04-01,10.77,11199,Bengaluru,Home Decor
O0001935,P0094,Product 0094,1,2025-06-01,7.21,10008,Hyderabad,Stationery
O0001935,P0017,Product 0017,2,2025-06-01,16.44,10008,Hyderabad,Kitchen
O0001935,P0042,Product 0042,3,2025-06-01,7.89,10008,Hyderabad,Accessories
O0001936,P0086,Product 0086,3,2025-06-17,17.95,10997,Mumbai,Accessories
O0001936,P0049,Product 0049,3,2025-06-17,7.65,10997,Mumbai,Accessories
O0001936,P0005,Product 0005,1,2025-06-17,16.68,10997,Mumbai,Stationery
O0001937,P0106,Product 0106,5,2025-01-05,8.37,10255,Mumbai,Accessories
O0001938,P0071,Product 0071,4,2025-08-24,9.51,11270,Chennai,Accessories
O0001938,P0066,Product 0066,3,2025-08-24,38.53,11270,Chennai,Gifts
O0001939,P0010,Product 0010,5,2025-04-20,10.77,10101,Delhi,Home Decor
O0001940,P0024,Product 0024,1,2025-04-28,9.36,11490,Mumbai,Seasonal
O0001940,P0027,Product 0027,1,2025-04-28,6.44,11490,Mumbai,Stationery
O0001940,P0008,Product 0008,2,2025-04-28,25.93,11490,Mumbai,Accessories
O0001941,P0055,Product 0055,5,2025-08-09,9.82,10266,Jaipur,Stationery
O0001941,P0028,Product 0028,5,2025-08-09,20.92,10266,Jaipur,Accessories
O0001942,P0065,Product 0065,2,2025-12-13,17.36,10631,Delhi,Stationery
O0001942,P0096,Product 0096,1,2025-12-13,10.59,10631,Delhi,Gifts
O0001943,P0074,Product 0074,1,2025-11-12,5.68,10352,Bengaluru,Home Decor
O0001943,P0001,Product 0001,1,2025-11-12,8.12,10352,Bengaluru,Home Decor
O0001943,P0093,Product 0093,2,2025-11-12,13.32,10352,Bengaluru,Seasonal
O0001944,P0120,Product 0120,1,2025-12-24,16.64,11221,Delhi,Home Decor
O0001944,P0011,Product 0011,1,2025-12-24,27.13,11221,Delhi,Kitchen
O0001945,P0071,Product 0071,4,2025-05-31,9.51,10591,Pune,Accessories
O0001945,P0103,Product 0103,5,2025-05-31,7.57,10591,Pune,Accessories
O0001945,P0094,Product 0094,5,2025-05-31,7.21,10591,Pune,Stationery
O0001946,P0072,Product 0072,5,2025-02-13,7.78,11117,Delhi,Gifts
O0001947,P0014,Product 0014,4,2025-03-20,6.73,10101,Delhi,Accessories
O0001947,P0013,Product 0013,1,2025-03-20,6.09,10101,Delhi,Accessories
O0001947,P0025,Product 0025,1,2025-03-20,11.54,10101,Delhi,Accessories
O0001948,P0006,Product 0006,5,2025-05-06,22.43,10680,Hyderabad,Seasonal
O0001948,P0026,Product 0026,1,2025-05-06,11.39,10680,Hyderabad,Kitchen
O0001948,P0035,Product 0035,4,2025-05-06,11.06,10680,Hyderabad,Seasonal
O0001949,P0060,Product 0060,2,2025-04-20,15.11,11367,Hyderabad,Accessories
O0001950,P0071,Product 0071,1,2025-03-17,9.51,11391,Pune,Accessories
O0001950,P0072,Product 0072,2,2025-03-17,7.78,11391,Pune,Gifts
O0001951,P0054,Product 0054,3,2025-02-25,17.57,10314,Chennai,Stationery
O0001951,P0038,Product 0038,5,2025-02-25,5.4,10314,Chennai,Accessories
O0001951,P0069,Product 0069,5,2025-02-25,41.44,10314,Chennai,Home Decor
O0001952,P0064,Product 0064,2,2025-03-10,16.87,10592,Pune,Seasonal
O0001953,P0110,Product 0110,3,2025-08-29,19.48,10614,Delhi,Accessories
O0001953,P0103,Product 0103,2,2025-08-29,7.57,10614,Delhi,Accessories
O0001953,P0066,Product 0066,5,2025-08-29,38.53,10614,Delhi,Gifts
O0001954,P0025,Product 0025,3,2025-06-29,11.54,10849,Bengaluru,Accessories
O0001954,P0058,Product 0058,4,2025-06-29,10.27,10849,Bengaluru,Home Decor
O0001955,P0040,Product 0040,1,2025-01-14,7.4,10807,Delhi,Kitchen
O0001955,P0050,Product 0050,4,2025-01-14,11.74,10807,Delhi,Accessories
O0001955,P0119,Product 0119,3,2025-01-14,44.94,10807,Delhi,Gifts
O0001956,P0114,Product 0114,3,2025-07-25,20.33,10159,Kolkata,Stationery
O0001956,P0059,Product 0059,2,2025-07-25,17.51,10159,Kolkata,Accessories
O0001957,P0108,Product 0108,3,2025-11-04,7.91,11145,Kolkata,Kitchen
O0001957,P0023,Product 0023,5,2025-11-04,20.49,11145,Kolkata,Gifts
O0001958,P0059,Product 0059,3,2025-06-05,17.51,10339,Chennai,Accessories
O0001959,P0039,Product 0039,2,2025-04-27,5.9,10473,Mumbai,Gifts
O0001959,P0081,Product 0081,4,2025-04-27,60.2,10473,Mumbai,Seasonal
O0001960,P0028,Product 0028,4,2025-04-10,20.92,11262,Delhi,Accessories
O0001960,P0049,Product 0049,5,2025-04-10,7.65,11262,Delhi,Accessories
O0001960,P0021,Product 0021,4,2025-04-10,23.06,11262,Delhi,Kitchen
O0001961,P0086,Product 0086,2,2025-05-19,17.95,11035,Bengaluru,Accessories
O0001961,P0079,Product 0079,1,2025-05-19,18.53,11035,Bengaluru,Kitchen
O0001962,P0006,Product 0006,1,2025-04-12,22.43,10595,Chennai,Seasonal
O0001962,P0001,Product 0001,4,2025-04-12,8.12,10595,Chennai,Home Decor
O0001963,P0035,Product 0035,3,2025-12-04,11.06,11369,Mumbai,Seasonal
